description_fa,description_fa_embedded,facilitiesAggregate,facilitiesAggregate_embedded,tehran_zone,address,address_embedded,title_fa,title_fa_embedded,star,hotel_id
معرفی هتل آسیا تهران هتل آسیا تهران را می‌توان به جرات یکی از قدیمی‌ترین و باسابقه‌ترین هتل‌های شهر و حتی کشور دانست. این هتل در سال ۱۳۴۸ افتتاح شد و در آن زمان فقط دو طبقه داشت. البته این تاریخ نباید شما را گمراه کند؛ زیرا هتل آسیا بارها در طی دهه‌ها و سال‌ها بازسازی شده و آخرین تعمیرات و بازسازی آن به سال ۱۳۹۷ بازمی‌گردد. این هتل درحال حاضر سه طبقه و ۲۷ باب اتاق دارد اما هنوز حال و هوای قدیمی و سنتی خود را حفظ کرده و برای بسیاری از افراد، اقامتگاهی خاطره‌انگیز و نوستالژی است. هتل آسیا تهران یک هتل یک ستاره و از نظر اقتصادی مقرون‌به‌صرفه است؛ بنابراین برای سفرهای اقتصادی و کم‌خرج، حرف ندارد. اما با این‌ وجود امکانات خوبی را به نسبت قیمت به مسافران ارائه می‌دهد و بسیاری از افراد تجربه اقامتی خوب و قابل قبول در هتل آسیا تهران داشته‌اند. رستوران و کافی شاپ هتل آسیا تهران هتل آسیا تهران یک رستوران و کافی‌شاپ بسیار کوچک با ظرفیت ۳۵ نفر در لابی طبقه اول خود دارد. این رستوران و کافی‌شاپ میز و صندلی‌هایی با سبک و سیاق قدیمی دارد و دکوراسیون آن‌چنان پر زرق و برقی ندارد. در رستوران و کافی‌شاپ هتل آسیا تهران می‌توان صبحانه میل کرد و غذاهای ایرانی سفارش داد. اتاق های هتل آسیا تهران هتل آسیا تهران مجموعا ۲۷ باب واحد اقامتی دارد و این اتاق‌ها شامل اتاق‌های یک تخته با حمام، یک تخته بدون حمام، دو تخته تویین، دو تخته دبل، سه تخته و چهار تخته می‌شود. اتاق‌های فاقد سرویس بهداشتی و حمام هتل آسیا تهران می‌توانند از سرویس بهداشتی و حمام راهروهای طبقات استفاده کنند. در تمامی اتاق‌ها کمد، یخچال، تلوزیون، سیستم سرمایشی و گرمایشی وجود دارد و می‌توان اقامتی راحت و اقتصادی را در این اتاق‌ها تجربه کرد. اتاق‌های هتل آسیا تهران دارای پنجره و نورگیر هستند و برخی از اتاق‌ها چشم‌اندازی به خیابان ملت دارند. ممکن است برای بعضی از مسافران سروصدای خیابان ملت آزاردهنده باشد؛ بنابراین این افراد بهتر است اتاق‌هایی رزرو کنند که پنجره آن‌ها رو به خیابان نیست و به کوچه‌های مجاور چشم‌انداز دارد. امکانات رایگان و غیررایگان هتل آسیا تهران هتل آسیا تهران باوجود یک ستاره بودن امکانات خوبی به مهمانان خود ارائه می‌دهد. برخی از این امکانات رایگان هستند و از جمله این امکانات رایگان می‌توان به صندوق امانات در لابی طبقه اول، مبلمان و فضای نشیمن در لابی طبقات، خودپرداز و از همه مهم‌تر رفتار صمیمانه و محترمانه پرسنل هتل اشاره کرد. دقت کنید که هتل آسیا تهران آسانسور ندارد و افرادی که در بالا و پایین رفتن از پله با مشکل مواجه هستند، بهتر است از اتاق‌های طبقه اول هتل استفاده کنند و افرادی که معلولیت دارند، نمی‌توانند اتاقی در هتل آسیا تهران رزرو کنند؛ زیرا تا رسیدن به لابی طبقه اول نیز تعدادی پله وجود دارد. امکانات غیررایگان هتل آسیا تهران شامل خدمات خشکشویی و لاندری، سرو صبحانه در اتاق و خدمات بیدارباش است. همچنین قابل ذکر است که هتل آسیا پارکینگ ندارد و برای پارک خودرو باید از پارکینگ عمومی روبروی هتل در خیابان ملت تهران استفاده کنید. آدرس هتل آسیا تهران هتل آسیا تهران در خیابان ملت، روبروی ایستگاه مترو ملت واقع شده است و می‌توان گفت یکی از بهترین مزایای هتل آسیا تهران موقعیت جغرافیایی آن در شهر است. این هتل در مرکز شهر تهران و در نزدیکی میدان بهارستان قرار دارد؛ به همین دلیل دسترسی بسیار خوبی به مناطق اداری و تجاری شهر داشته و برای سفرهای کاری کم‌خرج و مقرون به صرفه عالی است. همچنین با اقامت در هتل آسیا تهران می‌توانید به سادگی از سامانه حمل و نقل عمومی شهر تهران استفاده کنید. این هتل دقیقا روبروی ایستگاه مترو ملت در خط دو مترو تهران واقع شده و با داشتن یک بلیط مترو به راحتی می‌توانید خود را به مناطق مختلف شهر برسانید. به‌علاوه برای استفاده از خطوط تاکسی و اتوبوس هم می‌توانید تا میدان بهارستان بروید و از آن‌جا از حمل و نقل عمومی استفاده کنید. اگر برای یک سفر تفریحی و اقتصادی در حال برنامه‌ریزی هستید، شاید یکی از بهترین انتخاب‌ها برای شما رزرو هتل آسیا تهران باشد. این هتل با توجه به اینکه در مرکز شهر و بافت قدیمی قرار گرفته، فاصله کمی تا بسیاری از آثار ملی و تاریخی شهر تهران دارد. به عنوان مثال، از هتل آسیا تا عمارت مسعودیه فقط کافی است دو دقیقه پیاده‌روی کنید. همچنین کاخ گلستان، موزه صلح، موزه آبگینه، سردر باغ ملی تهران، باغ موزه نگارستان، موزه عبرت و موزه ایران باستان همگی در فاصله نهایتا یک و نیم کیلومتری هتل هستند و می‌توان خود را به سادگی یک رانندگی ده تا پانزده دقیقه‌ای به این جاذبه‌های گردشگری رساند. هتل آسیا تهران در محدوده طرح ترافیک تهران است و برای رانندگی در محدوده هتل باید حتما طرح ترافیک را خریداری کنید یا از وسایل نقلیه عمومی، که به سادگی در دسترس شما هستند، استفاده کنید.,True,خدمات اينترنت بی‌سیم (Wifi)، دستگاه خودپرداز بانک، صبحانه‌ی بوفه و متنوع، سرویس بهداشتی فرنگی، تلویزیون، یخچال، گیرنده دیجیتال، کمد/دراور، حمام، تلفن، سیستم تهویه هوا، رادیاتور، کولر آبی، کولر گازی,True,مرکز,تهران، خیابان ملت، روبه‌روی ایستگاه مترو ملت,True,هتل آسیا تهران,True,1,7155623956244856888
,False,آسانسور، تهویه مطبوع، سرویس بهداشتی ایرانی، سرویس بهداشتی فرنگی، تلویزیون، یخچال، مبلمان راحتی، حمام، سشوار، تلفن، سیستم تهویه هوا، رستوران، استخر سرپوشیده، آلاچیق، بالکن (تراس)، خدمات خشکشویی، خدمات آرایشگاه و زیبایی,True,شمال,تهران، خیابان ولیعصر، زعفرانیه، خیابان فیروزکوه شرقی، خیابان روشن یکم، دهکده نشاط ولیعصر,True,هتل الماس زعفرانیه تهران,True,3,7155623956249051159
معرفی هتل رونیا تهران اگر در سفر به تهران قصد اقامت در شمال این شهر را داشتید، هتل چهار ستاره رونیا می‌تواند انتخاب مناسبی برای شما باشد. هتل رونیا، در خیابان جردن واقع شده است. این هتل در سال 1401 افتتاح شد و یکی از هتل‌های مدرن تهران به حساب می‌آید. هتل رونیا دارای 14 طبقه و 24 اتاق است. موقعیت مکانی این هتل به گونه‌ای است که هم می‌توانید به خیابان ولیعصر و ادارات، رستوران‌ها و کافه‌های این خیابان و هم مکان‌های دیدنی تهران دسترسی خوبی داشته باشید. با وجودی که در جلوی ورودی هتل، تعدادی پله وجود دارد، این هتل خدمات خود را به معلولان عزیز نیز ارائه می‌کند. آدرس هتل رونیا تهران هتل رونیا در خیابان جردن (بلوار نلسون ماندلا) قرار دارد. برای دسترسی به هتل، کمی بالاتر از اسفندیار به خیابان عاطفی شرقی و سپس کوی رفیع بروید. در کوچه شبنم غربی، پلاک 33 می‌توانید هتل را پیدا کنید. موقعیت مکانی هتل خارج از منطقه کنترل آلودگی هوا و طرح ترافیک است و نیازی نیست بابت رفت و آمد به هتل با خودروی شخصی نگرانی داشته باشید. علاوه بر این، هتل برای راحتی مهمانان برای گشت و گذار در شهر یا رفتن به ترمینال‌ها امکان استفاده از تاکسی سرویس مخصوص هتل را فراهم کرده است تا به راحتی بتوانید در شهر تردد کنید. هتل رونیا تا فرودگاه مهرآباد 21.8 کیلومتر، تا ترمینال جنوب 24.7 کیلومتر، تا ترمینال غرب 20.6 کیلومتر و تا ترمینال شرق 24.7 کیلومتر فاصله دارد. همچنین فاصله این هتل تا سفارت امارات متحده عربی و آرژانتین تنها پنج دقیقه با خودرو است و با دو دقیقه پیاده‌روی می‌توانید به سفارت عمان برسید. پل طبیعت، عمارت مسعودیه، بوستان آب و آتش، کاخ گلستان و باغ موزه نگارستان چند مورد از مکان‌های دیدنی تهران هستند که در فاصله کمی از هتل رونیا قرار دارند و می‌توانید آشنایی با تاریخ و فرهنگ تهران را با بازدید از این مکان‌ها شروع کنید. چند کوچه بالا‌تر از هتل نیز بیمارستان تندیس و داروخانه‌های متعددی قرار دارد که در صورت نیاز می‌توانید به سراغشان بروید. انواع اتاق های هتل رونیا تهران هتل رونیا تهران دارای سوئیت‌های مختلفی است که بنا به نیازتان می‌توانید از بین آنها یکی را برای اقامت خود انتخاب کنید. سوئیت‌های تک نفره، سوئیت‌های دو نفره (1 تخت دبل و 2 تخت سینگل) و سوئیت‌های چهار نفره هتل، تمامی امکانات رفاهی مورد نیاز شما را دارند و اقامت شما به همراه صبحانه خواهد بود. تمامی سوئیت‌ها دارای اینترنت، یخچال، چای‌ساز، دراور، کمد لباس، صندوق امانات، تلویزیون، حمام، سرویس فرنگی و لوازم بهداشتی هستند. اگر خودروی شخصی به همراه دارید، می‌توانید آن را در پارکینگ هتل پارک کنید. پارکینگ هتل در طبقه منفی یک تا منفی شش قرار دارد و می‌تواند تعداد 70 خودرو را در خود جای دهد. اگر از آن دسته افرادی هستید که به سلامتی بدن خود اهمیت می‌دهند و در حین سفر نمی‌خواهید برنامه ورزش خود را تعطیل کنید، می‌توانید از امکانات سالن ورزش هتل و همچنین سالن بیلیارد استفاده کنید. همچنین پس از یک روز پرمشغله در تهران می‌توانید به استخر هتل رفته و از سونا و جکوزی آن لذت ببرید. توصیه می‌شود خدمات ماساژ را نیز امتحان کنید. در صورتی که قصد دارید پس از اقامت در هتل عازم کشورهای خارجی شوید، می‌توانید از خدمات صرافی و تهیه بلیط هتل استفاده کنید. رستوران هتل رونیا تهران یکی از ویژگی‌های مهم این هتل، رستوران فوق‌العاده آن است که می‌تواند حتی برای برگزاری مراسم‌های مختلف استفاده شود. این رستوران که از نوع رستوران بام است در طبقه چهاردهم واقع شده و با منوی متنوعی از انواع غذاهای رنگارنگ و خوش‌طعم از شما پذیرایی می‌کند. برای سرو صبحانه (رایگان) از ساعت 7:30 تا 10 صبح، برای سرو ناهار از ساعت 12 ظهر و برای سرو شام از ساعت 18:30 عصر می‌توانید به رستوران هتل مراجعه کنید. با این حال می‌توانید در سوئیت خودتان هم پخت و پز انجام دهید یا غذای مورد نظرتان را فست‌فودها و رستوران‌هایی که تنها یک خیابان با هتل فاصله دارند، تهیه کنید. کافی شاپ هتل رونیا تهران این کافه دارای دکوراسیونی بسیار زیبا و مجلل است و از ساعت 11 ظهر تا 23 شب از مهمانان پذیرایی می‌کند. شما می‌توانید در فضای باز یا فضای داخلی کافه بنشینید و از نوشیدن انواع نوشیدنی‌های گرم و سرد متنوعی که در منوی کافه وجود دارد، لذت ببرید. در کنار نوشیدنی‌های دلچسب این کافه توصیه می‌شود میان‌وعده‌های سبک، مافین و شیرینی‌های خوشمزه‌ای را که توسط باریستای خوش ذوق کافه تهیه می‌شوند، میل کنید. اگر مایل به سیگار کشیدن هستید، می‌توانید از لانژ اختصاصی سیگار استفاده کنید. قوانین و شرایط کنسلی هتل رونیا تهران در صورتی که تا 48 ساعت قبل از ورود به هتل، کنسلی خود را اعلام کنید، جریمه نخواهید شد. اگر کنسلی 24 ساعت قبل از ورود اعلام شود، پنجاه درصد از قیمت اتاق به ازای یک شب دریافت می‌شود. اگر در لحظه آخر بخواهید اتاق خود را کنسل کنید، کل هزینه اتاق به ازای یک شب به عنوان جریمه دریافت می‌شود. لازم به ذکر است که جریمه کنسل کردن در ا,True,آسانسور، دستگاه خودپرداز بانک، صرافی، ممنوعیت سیگار در اتاق‌ها، تهویه مطبوع، سرویس بهداشتی فرنگی، تلویزیون، یخچال، چای‌ساز، کمد/دراور، مبلمان راحتی، حمام، گاو صندوق، سشوار، تلفن، رستوران، کافی‌شاپ، پارکینگ، استخر سرپوشیده، سونا، سیستم اطفای حریق، اعلام حریق,True,شمال,تهران، خیابان جردن، خیابان عاطفی شرقی، کوی رفیع، شبنم غربی,True,هتل رونیا تهران,True,4,7155623956249051214
,False,خدمات اينترنت بی‌سیم در قسمت پذیرش، انبارنگهداری چمدان، آسانسور، سرویس بهداشتی ایرانی، تلویزیون، یخچال، اتو، مبلمان راحتی، حمام، گاو صندوق، سشوار، تلفن، اعلام حریق، سرویس روزانه اتاق,True,مرکز,تهران، خیابان فاطمی، خیابان دائمی، کوچه مرجان، پلاک 38,True,هتل آرامش تهران,True,2,7155623956253245440
اقامتگاه سنتی نظامیه تهران در مرکز شهر و در میدان بهارستان قرار دارد. این اقامتگاه که به نام بوتیک هتل نظامیه هم شناخته می‌شود، قدمتش به سال 1308 بر می‌گردد و در سال 1392 پس از مرمت و بازسازی درهای خود را بر روی مسافران گشود. اکنون با تعداد 5 اتاق در 2 طبقه از مهمانان پذیرایی می‌کند. اتاق‌های اقامتگاه سنتی نظامیه تهران به زیبایی چیده شده‌اند و تمیز و نورگیر هستند. برای صرف نوشیدنی هم می‌توانید به کافی‌شاپ فضای باز و دنج اقامتگاه سر بزنید و حال و هوایی عوض کنید. حیاط اقامتگاه هم برای کمی قدم زدن مناسب است و حوض پر آبی که در آن قرار دارد به فضا آرامش بیشتری می‌دهد. عمارت مسعودیه، از مکان‌های تاریخی و دیدنی تهران، تنها 5 دقیقه پیاده از اقامتگاه سنتی نظامیه تهران فاصله دارد. با 10 دقیقه رانندگی هم از موزه مقدم می‌توانید بازدید کنید. با کمتر از 10 دقیقه پیاده‌روی به ایستگاه اتوبوس و مترو بهارستان می‌رسید و از تاکسی‌های خیابان مصطفی خمینی هم می‌توانید برای رفت و آمد در تهران استفاده کنید. برای خرید در شهر تهران، بازار بزرگ تهران در 5 کیلومتری اقامتگاه سنتی نظامیه تهران گزینه مناسبی است. حتی اگر قصد خرید هم نداشته باشید سر زدن به این بازار قدیمی خالی از لطف نیست.,True,,False,مرکز,تهران، میدان بهارستان، خیابان مصطفی خمینی، کوچه نظامیه، کوچه اصالت، بن‌بست پنجم، پلاک ۲,True,هتل بوتیک هتل نظامیه تهران,True,1,7155623956253245475
,False,خدمات اينترنت بی‌سیم (Wifi)، انبارنگهداری چمدان، پذیرش شبانه‌روزی، نمازخانه، تاکسی سرویس، صبحانه‌ی بوفه و متنوع، خدمات تماس بیدار باش (Wakeup Call)، ورود حیوانات ممنوع، سیستم گرمایشی، سرویس بهداشتی ایرانی، سرویس بهداشتی فرنگی، تلویزیون، یخچال، گیرنده دیجیتال، میز ناهارخوری، حمام، سیستم تهویه هوا، رادیاتور، رستوران، کافی‌شاپ، فروشگاه و خرید، آلاچیق، فضای باغ و طبیعت، سرویس روزانه اتاق، خدمات خشکشویی، جعبه‌ی کمک های اولیه، امکانات باربیکیو، امکانات فکس و کپی,True,جنوب,تهران، میدان راه‌آهن، خیابان شوش شرقی، بعد از تقاطع خیابان وحدت اسلامی، پلاک ۵۷۶,True,هتل ترن تهران,True,2,7155623956261634048
,False,خدمات اينترنت بی‌سیم در قسمت پذیرش، خدمات اينترنت بی‌سیم (Wifi)، انبارنگهداری چمدان، پذیرش شبانه‌روزی، نمازخانه، سیستم گرمایشی، تهویه مطبوع، سرویس بهداشتی فرنگی، تلویزیون، یخچال، کمد/دراور، حمام، سشوار، تلفن، سیستم تهویه هوا، رادیاتور، کولر گازی، رستوران، خدمات خشکشویی، دستگاه پولیش کفش,True,مرکز,تهران، خیابان جمهوری، خیابان لاله‌زارنو شمالی، پلاک 367,True,هتل سعدی تهران,True,2,7155623956261634097
,False,خدمات اينترنت بی‌سیم در قسمت پذیرش، آسانسور، تاکسی سرویس، سرویس بهداشتی ایرانی، سرویس بهداشتی فرنگی، تلویزیون، یخچال، گیرنده دیجیتال، کمد/دراور، حمام، سشوار، تلفن، سیستم تهویه هوا، کافی‌شاپ، سیستم اطفای حریق، اعلام حریق، سرویس روزانه اتاق، خدمات خشکشویی، دستگاه پولیش کفش، جعبه‌ی کمک های اولیه,True,مرکز,تهران، میدان امام خمینی، ابتدای خیابان فردوسی، پلاک ۴,True,هتل رزهام تهران,True,1,7155623956265828352
معرفی هتل ریتز تهران هتل ریتز تهران در سال ۱۴۰۱ افتتاح شده است. این هتل چهار ستاره، به لطف موقعیت جغرافیایی ویژه، گزینه مناسبی برای اقامت در تهران به شمار می‌رود چرا که در نزدیکی میدان ولیعصر قرار دارد. هتل ریتز تهران، صرفا به یک امتیاز تکیه نکرده و با مجموعه‌ای از ویژگی‌های مثبت، توانسته رضایت مهمانان را جلب کند. امکانات متنوع، معماری استاندارد و پرسنل مجرب، فاکتور‌هایی هستند که هتل ریتز تهران را به یکی از بهترین هتل‌های چهار ستاره در پایتخت تبدیل کرده‌اند. ساختمان 11 طبقه هتل، معماری ساده و مدرنی دارد که نمای خارجی آن را سنگ‌های گرانیتی خاکستری، پوشانده‌اند. از ورودی محوطه هتل، چند پله بالا می‌روید و به درهای چرخان می‌رسید که شما را به لابی هدایت می‌کنند. در لابی هتل ریتز تهران، سنگ‌های مرمر خاکستری، ابهت خاصی به فضا داده‌اند. مبلمان در این بخش، به رنگ‌های خاکستری و لاجوردی انتخاب شده‌اند و هماهنگی مناسبی با نورپردازی مدرن لابی دارند. این همنشینی رنگ‌های خاکستری و آبی را در بخش‌های دیگری از هتل ریتز تهران، مشاهده خواهید کرد که حس نظم و آرامش را در این هتل به شما القا می‌کنند. اتاق های هتل ریتز تهران ۶۱ واحد اقامتی هتل ریتز تهران، شامل اتاق‌های دو تخته تویین، دو تخته دبل، سوییت رویال دو نفره و فمیلی روم هستند. متراژ واحدهای اقامتی در هتل ریتز تهران، بازه‌ای بین ۱۹ تا ۴۰ مترمربع است. به لطف معماری استاندارد، اتاق‌ها با فضای دلبازی در اختیار مهمانان قرار می‌گیرند که در تمام ساعات روز، غرق نور هستند. با توجه به موقعیت اتاق خود در ساختمان، می‌توانید منظره‌ای از خیابان یا مناطق اطراف هتل را تماشا کنید. پنجره‌های دو جداره و دیوارها با عایق مناسب، اجازه نمی‌دهند که آلودگی صوتی خیابان به فضای اتاق شما، راه پیدا کند یا صدای رفت و آمد در راهرو، مزاحمتان شود. سوییت رویال هتل ریتز تهران، دارای بالکن است و آشپرخانه کوچکی و کاربردی در اختیارتان قرار می‌دهد. فمیلی روم، گزینه مناسبی برای خانواده‌ها است که سه نفر هستند. امکان پذیرش یک نفر سرویس اضافه در فمیلی روم فراهم شده است. صندوق امانات، سرویس اینترنت بی‌سیم، دستگاه چای‌ساز، یخچال، تلویزیون و میز آرایش، از جمله امکانات اتاق‌های هتل ریتز تهران هستند. در هر اتاق، یک سرویس بهداشتی فرنگی و کابین دوش وجود دارد و وسایل بهداشتی در آن، به درخواست مهمانان شارژ می‌شود. امکانات هتل ریتز تهران استخر، سونای خشک، سونای بخار و جکوزی، تعدادی از امکانات هتل ریتز تهران هستند که با پرداخت هزینه جداگانه، می‌توانید از آنها استفاده کنید. برای اطلاع از سانس خانم‌ها و آقایان، با بخش پذیرش یا رزرواسیون تماس بگیرید. تراس عمومی، در محوطه خارجی هتل، محل مناسبی برای گذراندن وقت آزاد، در کنار دوستان یا همسفران است. همچنین مصرف سیگار در این تراس، مانعی ندارد. اگر با خودروی شخصی به تهران سفر کرده‌اید و مهمان هتل ریتز هستنید، می‌توانید از پارکینگ مسقف هتل به طور رایگان استفاده کنید. رستوران و کافی شاپ هتل ریتز تهران رستوران لاجورد، در طبقه هشتم هتل ریتز تهران قرار دارد. فضای باز این رستوران، زمانی که شرایط آب و هوایی مساعد باشد، پذیرای مهمانان است. فضای داخلی رستوران لاجورد، حدود ۱۲۰ نفر ظرفیت دارد. با رزرو اتاق در هتل ریتز تهران، صبحانه را در این رستوران میل می‌کنید. رستوران لاجورد، در وعده‌های ناهار و شام هم فعال است و منوی متنوعی از غذاهای ایرانی، بین‌المللی و دریایی، در اختیارتان می‌گذارد. کافی‌شاپ هتل ریتز تهران، در طبقه همکف و کنار لابی است. در واقع، فضای کافی‌شاپ با پارتیشن چوبی از بخش لابی، جدا می‌شود. اگر در طول اقامت خود در هتل ریتز تهران می‌خواهید به کافه‌ای بروید و برنامه روزانه‌تان را تنظیم کنید یا با همسفران، گفتگویی داشه باشید، کافی‌شاپ هتل ریتز تهران، گزینه مناسبی است که با منویی از نوشیدنی‌ها و کیک‌های خوشمزه و جذاب، از شما پذیرایی می‌کند. آدرس هتل ریتز تهران هتل ریتز تهران، ابتدای خیابان شهامتی، کمی بالاتر از میدان ولیعصر قرار دارد. تعدادی از جاذبه‌های گردشگری تهران، مانند کاخ گلستان، موزه فرش، موزه جواهرات ملی، موزه سفال و کلیسای سرکیس مقدس، در شعاع دو تا پنج کیلومتری هتل ریتز تهران، واقع شده‌اند. بیمارستان پارس و بیمارستان جم، حدود دو کیلومتر با هتل ریتز فاصله دارند. سفارت روسیه، ایتالیا، آلمان، ارمنستان و عراق، در فاصله‌ای بین سه تا پنج کیلومتری هتل ریتز هستند. با توجه به این نکته که میدان ولیعصر، فقط سیصد متر با هتل ریتز تهران فاصله دارد، می‌توان گفت، دسترسی به بسیاری از مراکز خرید، سازمان‌ها و جاذبه‌های گردشگری در پایتخت، از مبدا هتل ریتز تهران، آسان است.,True,خدمات اينترنت بی‌سیم در قسمت پذیرش، خدمات اينترنت بی‌سیم (Wifi)، انبارنگهداری چمدان، پذیرش شبانه‌روزی، آسانسور، دستگاه خودپرداز بانک، نمازخانه، ارائه خدمات تورهای شهری و تفریحی، خدمات تماس بیدار باش (Wakeup Call)، ورود حیوانات ممنوع، سیستم گرمایشی، تهویه مطبوع، سرویس بهداشتی فرنگی، تلویزیون، یخچال، چای‌ساز، گیرنده دیجیتال، کمد/دراور، میز ناهارخوری، مبلمان راحتی، آشپزخانه، حمام، گاو صندوق، سشوار، تلفن، ماکروویو، سیستم تهویه هوا، رستوران، جکوزی، سونا، حمام ترکی، فروشگاه و خرید، آلاچیق، بالکن (تراس)، سیستم اطفای حریق، اعلام حریق، سرویس روزانه اتاق، خدمات خشکشویی، دستگاه پولیش کفش، سالن اجتماعات، جعبه‌ی کمک های اولیه، امکانات برگزاری جلسات و ضیافت، روزنامه، امکانات فکس و کپی,True,مرکز,تهران، میدان ولیعصر، خیابان شهامتی، پلاک ۳۷,True,هتل ریتز تهران,True,4,7155623956265828378
معرفی هتل سنتی تخت جمشید تهران هتل سنتی تخت جمشید تهران هتلی دنج و دوست داشتنی در منطقه شانزده تهران است. این هتل یک ستاره ساختمانی دو طبقه دارد که به سبک معماری سنتی در سال ۱۳۹۷ ساخته شده و فرصتی برای مهمانان خود به‌وجود آورده تا در میان ساختمان‌های مدرن و بی‌روح، زمانی برای استراحت و لذت بردن از هنر و سلیقه ایرانی داشته باشند. نمای بیرونی ساختمان از آجرهای قرمز ساخته شده و پنجره‌هایی با شیشه‌های رنگی، ظاهر چشم‌نواز به بنا داده‌اند. از در کوچک چوبی وارد هتل تخت جمشید می‌شوید و به سمت حیاط می‌روید. در مرکز حیاط حوض آبی و فواره‌ کوچکش، لطف دوچندانی به فضا داده‌اند و اتاق‌های هتل در اطراف مشاهده می‌شوند. کاشی‌کاری‌های سنتی روی دیوارهای حیاط، مانند تابلوهای زیبایی ساخته شده‌اند و هماهنگی کاملی با معماری سنتی ساختمان دارند. می‌توانید از پلکانی که نرد‌ه‌های چوبی دارد به اتاق‌های طبقه بالا بروید یا یکی از اتاق‌های طبقه همکف را انتخاب کنید. اتاق های هتل سنتی تخت جمشید تهران هتل سنتی تخت جمشید تهران ۲۷ باب اتاق دارد و توانسته مجموعا چهل تخت گنجایش داشته باشد. اتاق‌های یک تخته و دو تخته هتل تخت جمشید حدود هشت مترمربع مساحت دارند و امکاناتی مانند فلاسک چای، آینه، کمد لباس، تلویزیون و یخچال را در اختیارتان می‌گذارند. این اتاق‌ها مجهز به سرویس بهداشتی فرنگی و حمام اختصاصی هستند که به دقت نظافت شده‌اند. اگر به اتاق‌های بزرگتر با ظرفیت بیشتر نیاز دارید، می‌توانید اتاق سه نفره با تخت دبل و یک کاناپه را انتخاب کنید که متراژ این اتاق دوازده مترمربع است. اتاق چهار نفره هم دو تخته تویین است و دو کاناپه دارد که با متراژ شانزده مترمربع ارائه می‌شود. در این دو اتاق وسایلی مانند مبلمان، میز و صندلی، فلاسک چای، میز آرایش، کمد لباس، تلویزیون و یخچال فراهم شده‌اند و دارای سرویس بهداشتی فرنگی و حمام اختصاصی هستند. در اتاق‌های هتل تخت جمشید تهران منظره‌ کوچه را از پنجره می‌بینید یا چشم‌اندازی از محوطه هتل دارید. برای سرمایش و گرمایش اتاق‌های هتل، سیستم اسپیلت و شوفاژ تعبیه شده است. در اتاق‌های هتل سنتی تخت جمشید تهران می‌توانید از دکوراسیون مدرن و مینیمال لذت ببرید که شامل کاغذ دیواری‌های خاکستری، روتختی‌های سفید، پرده‌های حریر به رنگ زرد روشن، کف سرامیک و قالیچه‌ای کوچک است. امکانات هتل سنتی تخت جمشید تهران یکی از جذاب‌ترین امکانات هتل سنتی تخت جمشید تهران، صبحانه سلف سرویس است که از مواد اولیه تازه و ارگانیک تهیه شده تا روز خود را در تهران با انرژی شروع کنید. این صبحانه شامل چند نوع املت، نیمرو، مرباهای خانگی، کره، پنیر، نان تازه و چای است. اگر شرایط هوا مساعد باشد می‌توانید صبحانه را در حیاط هتل صرف کنید. تخت‌های چوبی اطراف حیاط قرار گرفته‌اند و سماور بزرگی در نزدیکی آنها قرار داده شده تا چای داغ در دسترس مهمانان باشد. همچنین در ساعات مختلف روز می‌توانید در حیاط هتل بنشنید و از آرامش فضا در کنار نوشیدن چای لذت ببرید. همچنین بخش خانه‌داری هتل سنتی تخت جمشید تهران به صورت ۲۴ ساعته آماده ارائه خدمات به مهمانان است. به یاد داشته باشید که هتل تخت جمشید تهران پارکینگ ندارد. آدرس و دسترسی های هتل سنتی تخت جمشید تهران هتل سنتی تخت جمشید تهران در کوچه رکابگردان، خیابان ولیعصر (نزدیک میدان راه آهن) قرار دارد. فاصله هتل تا ایستگاه مترو رازی حدود دویست متر است. اگر با قطار به تهران سفر می‌کنید، بهتر است بدانید که هتل تخت جمشید با ایستگاه راه آهن کمتر از دو کیلومتر فاصله دارد. از جمله جاذبه‌های گردشگری در نزدیکی هتل سنتی تخت جمشید تهران، می‌توانیم به کاخ گلستان اشاره کنیم که در فاصله چهار کیلومتری قرار گرفته و بازدید از آن به خاطره زیبایی برای شما تبدیل می‌شود. فاصله بعضی سفارت‌ها مانند سفارت ارمنستان، سفارت روسیه و سفارت ایتالیا تا هتل تخت جمشید تقریبا چهار تا پنج کیلومتر است. با توجه به تمام نکاتی که درباره هتل سنتی تخت جمشید تهران گفتیم، می‌توانیم این هتل را به افرادی که برای گردش یا انجام امور اداری به تهران می‌آیند، پیشنهاد کنیم.,True,خدمات اينترنت بی‌سیم در قسمت پذیرش، خدمات اينترنت بی‌سیم (Wifi)، پذیرش شبانه‌روزی، نمازخانه، ورود حیوانات ممنوع، سیستم گرمایشی، تهویه مطبوع، سرویس بهداشتی ایرانی، سرویس بهداشتی فرنگی، تلویزیون، یخچال، گیرنده دیجیتال، حمام، رادیاتور، کولر گازی، رستوران، کافی‌شاپ، جعبه‌ی کمک های اولیه,True,جنوب,تهران، میدان راه‌آهن، ابتدای خیابان ولیعصر، کوچه رکاب‌گردان، پلاک 9,True,هتل سنتی تخت جمشید تهران,True,1,7155623956265828424
